"Model","t.as.data.frame.t.params..."
"Power",0.000394695369686312
"Power",2.19299385153573
"Exponential",565.505811655284
"Exponential",3.84489919387801e-05
"Logarithmic",-1.2273537827857
"Logarithmic",0.561072109987661
"Weibull",7.03091868870687
"Weibull",80.6218604907991
"Weibull",2.29678048927311
"Sigmoid",41.2851162981492
"Sigmoid",0.00673434601053746
"Sigmoid",2.40912081239496
