Title,Status,Tags,"Sign date","Sign year","Counterpart (original)","Counterpart ISO","Counterpart SPA","Counterpart ENG","Region SPA","Region ENG"
"Tratado para la Solución Pacífica de los Conflictos entre el gobierno de la República Argentina y el gobierno de los Estados Unidos de América","No está en vigor","Asistencia judicial
Solución de controversias",24/07/1914,1914,"Estados Unidos de América",USA,"Estados Unidos","United States",América,America
"Acuerdo por Notas Reversales entre la República Argentina y la República de Colombia sobre canje de publicaciones",Vigente,"Cultura, Ciencia Y Técnica
Publicaciones",11/08/1914,1914,Colombia,COL,Colombia,Colombia,América,America
"Convención  entre la República Argentina y los Estados Unidos del Brasil concerniente al intercambio de encomiendas postales sin declaración de valor",,"Comunicaciones
Servicios postales
Tasas
Transporte",31/10/1914,1914,Brasil,BRA,Brasil,Brazil,América,America
"Convenio relativo al Servicio de Encomiendas Postales celebrado entre la República Argentina y los Estados Unidos de América",Extinguido,"Servicios postales",12/03/1915,1915,"Estados Unidos de América",USA,"Estados Unidos","United States",América,America
"Convenio entre la República Argentina y Chile sometiendo al arbitraje de Su Majestad Británica el deslinde de soberanías en las islas del canal de Beagle",,"Arbitraje
Territorio",28/06/1915,1915,Chile,CHL,Chile,Chile,América,America
"Convención sobre intercambio de profesores con las universidades uruguayas entre la República Argentina y la República Oriental del Uruguay",Vigente,"Asuntos académicos
Capacitación
Conferencias
Cursos y seminarios
Educación
Intercambio de expertos
Universidades",26/07/1915,1915,Uruguay,URY,Uruguay,Uruguay,América,America
"Convención entre la República argentina y la República de Panama relativa al canje de encomiendas postales y notas reversales del 18/09/1916","No está en vigor","Comunicaciones
Servicios postales",10/01/1916,1916,Panamá,PAN,Panamá,Panama,América,America
"Tratado de Comercio entre la República Argenitna y la República del Paraguay",Extinguido,"Aduanas
Agricultura
Comercio
Exenciones
Industria
Productos básicos
Puertos",08/07/1916,1916,Paraguay,PRY,Paraguay,Paraguay,América,America
"Convenio de Arbitraje entre la República Argentina y el Reino de España",Vigente,Arbitraje,09/07/1916,1916,España,ESP,España,Spain,Europa,Europe
"Convención de Extradición entre la República Argentina y los Estados Unidos de Venezuela","No está en vigor","Asistencia judicial
Asuntos consulares
Asuntos penales y ética
Derecho procesal
Extradición",13/07/1916,1916,"Venezuela, República Bolivariana de",VEN,Venezuela,Venezuela,América,America
"Acuerdo por canje de notas sobre canje de publicaciones entr el Gobierno de la Rep. Argentina y el Gob. de los Estados Unidos de Venzuela",,"Amistad
Cooperación
Cultura, Ciencia Y Técnica
Publicaciones",15/07/1916,1916,"Venezuela, República Bolivariana de",VEN,Venezuela,Venezuela,América,America
"Tratado relativo a la delimitación de islas del Río Uruguay entre la República Argentina y la República Oriental del Uruguay",,"Derechos reales
Jurisdicción
Límites
Ríos Internacionales
Territorio
Transporte por agua",28/09/1916,1916,Uruguay,URY,Uruguay,Uruguay,América,America
"Protocolo entre los Gobiernos de la Argentina y Chile sobre repartición de los fletes de carga en los ferrocarriles transandinos",Vigente,"Arbitraje
Empresas
Límites
Transporte terrestre",30/09/1917,1917,Chile,CHL,Chile,Chile,América,America
"Convención Financiera entre la República Argentina y la República Francesa","No está en vigor",Finanzas,14/01/1918,1918,Francia,FRA,Francia,France,Europa,Europe
"Convenio Financiero entre la República Argentina y el Reino Unido de Gran Bretaña e Irlanda del Norte",,Finanzas,14/01/1918,1918,"Reino Unido de G. Bretaña e Irlanda del N",GBR,"Reino Unido","United Kingdom",Europa,Europe
"Convención para la triangulación del Río Uruguay entre la República Argentina y la República Oriental del Uruguay",Vigente,"Comisión Mixta
Cultura, Ciencia Y Técnica
Fuerzas Armadas
Investigación
Límites
Ríos Internacionales
Transporte por agua",11/04/1918,1918,Uruguay,URY,Uruguay,Uruguay,América,America
"Convenio ampliatorio del Tratado de Montevideo de Derecho Procesal entre la República Argentina y la República del Paraguay",,"Derecho Internacional Privado
Derecho procesal
Exenciones
Legalizaciones
Tratados",02/08/1918,1918,Paraguay,PRY,Paraguay,Paraguay,América,America
"Acuerdo Argentino-Uruguayo sobre defensa sanitaria",,"Buques
Puertos
Salud
Transporte por agua",03/11/1918,1918,Uruguay,URY,Uruguay,Uruguay,América,America
"Convención radiotelegráfica entre la República Argentina y la República del Paraguay",Vigente,"Comunicaciones
Telecomunicaciones",15/11/1918,1918,Paraguay,PRY,Paraguay,Paraguay,América,America
"Reglamento para el Intercambio de Encomiendas Aseguradas",Vigente,,13/12/1918,1918,Italia,ITA,Italia,Italy,Europa,Europe
"Convenio entre la República Argentina y la República de Bolivia sobre policía fronteriza en la zona del Chaco.",Vigente,"Cooperación
Fronteras
Límites
Policía
Seguridad",04/01/1919,1919,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Convenio relativo a la Reglamentación de la Navegación Aérea",Extinguido,"Transporte aéreo",13/10/1919,1919,Francia,FRA,Francia,France,Europa,Europe
"Convenio sobre policía fronteriza entre la República Argentina y Chile","No está en vigor","Asuntos penales y ética
Cooperación
Fronteras
Policía
Seguridad",13/10/1919,1919,Chile,CHL,Chile,Chile,América,America
"Convenio sobre Reciprocidad en el Pago de Indemnizaciones por Accidentes de Trabajo",Vigente,Trabajo,27/11/1919,1919,España,ESP,España,Spain,Europa,Europe
"Convenio de reciprocidad para el Pago de Indemnizaciones por Accidentes de Trabajo",Vigente,"Seguridad social
Trabajo",26/03/1920,1920,Italia,ITA,Italia,Italy,Europa,Europe
"Cambio de Notas Confirmando el Convenio Verbal sobre Cesión al Gobierno Argentino de 100.000 Toneladas de Trigo del Total Adquirido por el Gobierno Francés",Extinguido,"Alimentos
Asistencia Humanitaria",21/07/1920,1920,Francia,FRA,Francia,France,Europa,Europe
"Cambio de notas confirmando el Convenio Verbal sobre cesión al Gobierno argentino de 15.000 toneladas de Trigo del total adquirido por el Gobierno italiano",,Alimentos,09/08/1920,1920,Italia,ITA,Italia,Italy,Europa,Europe
"Tratado sobre Viajantes de Comercio entre la República Argentina y los Estados Unidos de América","No está en vigor",Comercio,22/10/1920,1920,"Estados Unidos de América",USA,"Estados Unidos","United States",América,America
"Convenio entre la República Argentina y la República del Paraguay para el intercambio de correspondencia oficial sin cargo",Vigente,"Comunicaciones
Exenciones
Funcionarios
Servicios postales",07/12/1921,1921,Paraguay,PRY,Paraguay,Paraguay,América,America
"Convención relativa a la prolongación del Ferrocarril Central Norte Argentino entre la República Argentina y la República de Bolivia.",,"Fronteras
Límites
Transporte",06/01/1922,1922,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Convenio sobre tarifas ferroviarias entre los Gobiernos de la República Argentina y la República de Chile","No está en vigor","Fronteras
Tasas
Transporte terrestre",25/04/1922,1922,Chile,CHL,Chile,Chile,América,America
"Convenio sobre aeronavegación entre la República Argentina y la República Oriental del Uruguay",,"Aeronáutica
Jurisdicción
Libre circulación
Transporte aéreo
Transporte por agua",18/05/1922,1922,Uruguay,URY,Uruguay,Uruguay,América,America
"Protocolo adicional al Tratado de derecho penal internacional de Montevideo del 23.1.1889 entre la República Argentina y la República Oriental del Uruguay","No está en vigor","Asistencia judicial
Asuntos penales y ética
Extradición
Policía",05/06/1922,1922,Uruguay,URY,Uruguay,Uruguay,América,America
"Convenio técnico-administrativo para la triangulación del Río Uruguay",,"Cooperación técnica
Cultura, Ciencia Y Técnica
Fuerzas Armadas
Investigación
Límites
Ríos Internacionales
Territorio
Transporte por agua",07/06/1922,1922,Uruguay,URY,Uruguay,Uruguay,América,America
"Tratado de Extradición entre la República Argentina y la República de Colombia","No está en vigor","Asuntos penales y ética
Extradición",28/08/1922,1922,Colombia,COL,Colombia,Colombia,América,America
"Nota sobre términos de validez de la Visación en Pasaportes Comunes del Reino Unido de Gran Bretaña e Irlanda.",Extinguido,"Asuntos consulares
Pasaportes
Visas",23/10/1922,1922,"Reino Unido de G. Bretaña e Irlanda del N",GBR,"Reino Unido","United Kingdom",Europa,Europe
"Acta relativa al Estudio y Discusión del Probelma de Límites Pendiente entre Argentina y Bolivia.",,"Fronteras
Límites",30/10/1922,1922,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Protocolo de modificaciones de la Convención para construir el Ferrocarril de Yacuiba a Santa Cruz y sus ramales entre la República Argentina y la República de Bolivia.",,"Fronteras
Límites
Transporte",14/11/1923,1923,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Convenio referente al canje de informaciones sobre internación de alienados entre la República Argentina y el Reino de Noruega",Vigente,Salud,07/10/1924,1924,Noruega,NOR,Noruega,Norway,Europa,Europe
"Convención sobre Reciprocidad en la Asistencia Médica y Hospitalaria Gratuita para los respectivos nacionales entre la República Argentina y el Reino de Bélgica",Vigente,Salud,22/10/1924,1924,Bélgica,BEL,Bélgica,Belgium,Europa,Europe
"Tratado de Arbitraje entre la República Argentina y la Confederación Suiza","No está en vigor",Arbitraje,17/11/1924,1924,Suiza,CHE,Suiza,Switzerland,Europa,Europe
"Convenio entre la República Argentina y el Reino de Bélgica sobre Reciprocidad en el Pago de Indemnizaciones por Accidentes de Trabajo",Vigente,Trabajo,24/12/1924,1924,Bélgica,BEL,Bélgica,Belgium,Europa,Europe
"Tratado definitivo de Límites entre la República Argentina y la República de Bolivia.","Vigente con Modificaciones","Fronteras
Límites
Soberanía
Territorio",09/07/1925,1925,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Convenio relativo a valijas diplomáticas entre la República  Argentina y la República de Costa Rica",Vigente,"Agentes diplomáticos
Relaciones Consulares
Relaciones diplomáticas
Valija diplomática",04/08/1925,1925,"Costa Rica",CRI,"Costa Rica","Costa Rica",América,America
"Convenio complementario de vías de comunicación entre la República Argentina y la República de Bolivia.","No está en vigor","Comunicaciones
Cooperación",21/09/1925,1925,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Acuerdo por canje de notas referente a las cuestiones derivadas del cambio de jurisdicción en la frontera a raíz del Tratado definitivo de límites entre la República Argentina y la República de Bolivia.",Vigente,"Fronteras
Límites
Soberanía
Territorio",16/10/1925,1925,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Convención Consular para adimitir funcionarios consulares argentinos a los principales puertos de las Indias Neerlandesas, de la Guayana Neerlandesa y de Curaçao.","No está en vigor","Asuntos consulares",03/11/1925,1925,"Países Bajos",NLD,"Países Bajos",Netherlands,Europa,Europe
"Convención relativa a la Admisión de funcionarios consulares argentinos en las Indias Neerlandesas, Surinam y Curaçao",Extinguido,"Asuntos consulares",03/11/1925,1925,"Países Bajos",NLD,"Países Bajos",Netherlands,Europa,Europe
"Convenio por notas reversales entre el Gobierno de la República Argentina y el Gobierno Alemán relativo a Valijas Diplomáticas",Vigente,"Valija diplomática",14/01/1926,1926,"Alemania, República Federal de",DEU,Alemania,Germany,Europa,Europe
"Protocolo relativo a la utilización de los Saltos del Apipé entre la República Argentina y la República del Paraguay",,"Empresas
Energía
Límites
Recursos hídricos
Ríos Internacionales
Transporte por agua",01/02/1926,1926,Paraguay,PRY,Paraguay,Paraguay,América,America
"Convenio Relativo al Intercambio de Valijas Diplomáticas",Vigente,"Valija diplomática",05/03/1926,1926,Bélgica,BEL,Bélgica,Belgium,Europa,Europe
"Convenio sobre Indemnización por Accidentes del Trabajo entre la República Argentina y la República de Austria",Vigente,Trabajo,22/03/1926,1926,Austria,AUT,Austria,Austria,Europa,Europe
"Convenio relativo al intercambio de valijas diplomáticas",,"Valija diplomática",24/04/1926,1926,Bélgica,BEL,Bélgica,Belgium,Europa,Europe
"Tratado de Amistad entre la República Argentina y la República de Turquía",Vigente,Amistad,29/06/1926,1926,"Türkiye, República de (Turquía)",TUR,Turquía,Turkey,Europa,Europe
"Convenio por notas reversales Argentino-Suizo relativo a Valijas Diplomáticas",Vigente,"Valija diplomática",28/07/1926,1926,Suiza,CHE,Suiza,Switzerland,Europa,Europe
"Convenio sobre Servicio Militar entre el Gobierno de la Nación Argentina y el Gobierno de la República Francesa",Vigente,"Servicio militar",26/01/1927,1927,Francia,FRA,Francia,France,Europa,Europe
"Convención de Extradición entre la República Argentina y el Reino de Noruega",,Extradición,17/10/1927,1927,Noruega,NOR,Noruega,Norway,Europa,Europe
"Acuerdo sobre Intercambio de Valijas Diplomáticas entre la República Argentina y la República del Ecuador.",Vigente,"Agentes diplomáticos
Valija diplomática",05/11/1927,1927,Ecuador,ECU,Ecuador,Ecuador,América,America
"Convención entre la República Argentina y el Reino de Dinamarca sobre Reciprocidad en el pago de las Indemnizaciones por Accidentes del Trabajo",Vigente,Trabajo,16/11/1927,1927,Dinamarca,DNK,Dinamarca,Denmark,Europa,Europe
"Nota que transcribe el Acuerdo por Canje de Notas entre el Gobierno de la república Argentina y la Legación de la República Dominicana en Buenos Aires relativo a Valijas Diplomáticas",Vigente,"Derecho diplomático
Valija diplomática",16/11/1927,1927,"Dominicana, República",DOM,"Rep. Dominicana","Dominican Republic",América,America
"Convención complementaria de Límites entre la República Argentina y los Estados Unidos del Brasil",Vigente,"Fronteras
Límites
Ríos Internacionales
Territorio",27/12/1927,1927,Brasil,BRA,Brasil,Brazil,América,America
"Convenio sobre propiedad literaria y artística entre la República Argentina y los Estados Unidos Mexicanos","No está en vigor","Artistas
Cultura, Ciencia Y Técnica
Literatura",12/01/1928,1928,México,MEX,México,Mexico,América,America
